g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	
g949	0.38	-1.23	-1.53	-1.06	-0.27	-0.89	-4.5	-1.52	-1.34	-0.1	0.32	-0.31	-3.04	-0.4	-0.85	-3.79	-2.07	0.84	0.81	-2.6	
g950	1.05	-0.44	-4.06	-0.85	-1.14	2.62	2.71	1.32	2.62	0.18	0.66	0.62	-0.63	0.04	-1.23	2.91	-3.83	-2.57	0.18	-3.3	
g951	0.07	-0.18	2.59	2.24	-0.96	-2.43	-2.85	-0.84	-0.51	3.87	-0.9	0.46	-2.8	1.09	0.27	-3.65	-0.69	-3.46	-2.62	0.57	
g952	-4.9	1.29	1.53	2.81	-2.61	1.02	1.17	-2.29	-0.47	-0.84	-2.18	-0.02	-0.98	0.92	-0.44	-0.93	1.3	0.36	0.26	0.66	
g953	0.05	5.0	-0.92	-0.68	-0.43	0.04	-1.33	-0.84	-0.05	0.27	-0.41	-0.55	-2.45	0.45	-1.38	-0.04	2.2	-2.44	-0.99	-1.46	
g954	0.56	-2.81	0.31	0.33	0.21	-0.68	2.21	0.7	-1.04	-0.64	-0.4	-0.66	-1.41	1.27	4.47	-3.82	0.47	0.03	0.28	-0.24	
g955	1.01	-2.0	-1.52	-2.02	1.02	-0.05	-0.37	0.64	1.03	0.5	0.7	0.85	-2.71	-0.61	-1.48	-3.74	-1.45	-0.24	0.01	-1.6	
g956	0.44	-3.49	-1.51	0.92	-0.01	0.05	-1.19	-1.36	1.57	0.2	-0.1	-0.55	-3.14	1.87	-1.02	-0.2	0.46	-2.01	-0.29	0.92	
g957	2.07	0.8	4.59	0.98	2.29	0.18	1.59	0.51	2.0	1.03	0.01	-0.14	2.5	-0.83	1.45	6.22	2.71	-0.19	-0.04	0.26	
g958	-0.69	-0.79	4.49	2.51	0.4	1.53	2.07	0.44	0.66	0.2	0.62	-0.3	0.99	0.42	0.28	0.25	0.75	0.68	0.46	-0.7	
g959	1.35	1.0	-0.9	-0.28	-0.98	2.08	-0.18	-0.5	3.74	2.27	-0.16	1.28	-3.07	-0.54	-0.55	0.82	0.11	0.34	0.53	2.6	
g960	-0.02	-4.25	-0.39	-1.89	-2.96	1.33	-1.35	1.36	1.8	1.57	1.68	1.58	-2.65	1.16	-3.03	0.91	-2.42	-0.76	-0.07	-2.75	
g961	0.83	-0.66	0.48	0.01	-0.58	0.64	-0.18	-0.88	-0.94	0.67	0.39	0.54	-2.08	-0.27	0.3	3.26	-1.49	-0.32	0.54	0.3	
g962	-1.86	1.04	-1.5	-2.66	0.48	-0.93	-0.59	-0.17	-3.91	-0.17	-0.4	0.05	1.17	2.63	-1.27	1.17	0.85	-2.07	0.11	0.67	
g963	-1.74	-1.62	1.04	-0.21	-0.89	-1.29	-0.87	-2.1	-1.07	-0.72	-0.27	-0.26	1.34	-0.12	-4.62	0.13	0.15	-0.39	0.5	0.21	
g964	-3.15	-2.09	0.36	1.51	-1.17	1.42	1.15	1.05	-1.61	1.31	0.64	0.42	1.56	0.31	-1.9	2.67	0.58	0.58	-0.95	-3.14	
g965	0.68	0.95	2.79	-1.74	5.25	-1.25	-2.46	0.08	-1.79	1.17	-0.05	-0.38	-0.3	-1.94	2.61	0.74	3.07	-0.07	2.75	2.37	
g966	1.36	-0.71	0.29	-2.13	4.16	-0.23	0.33	-1.24	0.01	-0.52	-1.5	-0.39	2.68	0.79	-1.97	2.18	-0.22	-0.91	-0.84	-5.41	
g967	1.13	-2.8	-1.18	-1.51	1.79	1.19	-0.67	1.3	2.79	1.27	1.67	1.84	-0.93	1.42	-1.7	-0.1	-1.07	1.2	-1.18	-1.14	
g968	0.97	-0.41	1.78	-0.2	-1.36	-0.6	3.71	-0.16	-0.36	0.24	-0.66	-0.06	5.3	0.08	-0.13	-0.33	0.2	-0.4	0.29	0.63	
g969	0.0	-1.32	-1.49	-1.18	0.03	-1.01	-0.95	0.22	0.01	-0.29	-0.66	-0.65	-0.89	0.66	-1.07	1.35	-0.22	-0.34	-1.61	-0.86	
g970	-4.27	-3.2	-1.29	-1.02	1.15	1.05	1.52	-0.56	1.22	0.49	0.37	0.07	0.07	1.87	0.63	0.68	1.14	0.29	0.23	0.94	
g971	-0.01	-1.66	-2.1	-0.26	-1.12	-0.33	-0.58	-0.99	-0.81	-1.28	-0.34	-0.75	-2.03	-0.61	-0.27	-0.88	-0.02	-0.38	0.63	-1.83	
g972	-0.54	-1.95	0.45	-3.83	-0.71	-0.54	-0.75	0.06	-0.32	-0.75	-1.12	-0.54	-9.14	-0.59	-0.69	-0.24	-2.8	0.46	-0.93	-1.91	
g973	-0.88	-0.63	0.22	-0.45	0.49	-1.18	-2.0	1.67	-1.54	-0.05	-0.38	-0.08	0.3	-0.93	-0.09	1.14	0.45	-0.35	0.17	0.39	
g974	2.86	-1.32	-0.63	-1.09	0.22	-0.18	-1.31	-0.97	-0.58	0.21	0.65	0.04	0.41	-0.35	-1.5	-0.64	-0.11	-0.01	0.03	-1.45	
g975	0.45	0.35	-0.37	0.26	-0.15	-0.13	-0.89	-1.13	-0.31	0.02	-0.03	0.14	1.21	-0.24	0.44	0.6	0.73	0.31	0.29	0.15	
g976	2.05	0.63	0.62	0.22	-0.12	1.61	3.11	1.86	2.74	1.57	1.16	1.34	4.37	0.97	1.09	1.15	0.65	0.15	0.94	2.24	
g977	-3.32	-1.76	-0.26	-3.1	2.28	-0.07	-1.05	0.64	0.45	0.0	-0.39	-0.62	-3.26	-0.46	-0.24	-1.49	-0.14	1.29	-0.27	0.26	
g978	0.55	-0.07	1.95	2.84	-1.07	1.12	0.44	0.13	1.22	0.69	-0.96	-0.53	0.45	0.09	2.26	0.3	3.47	-0.07	1.34	2.7	
g979	-0.57	-0.21	-1.12	-2.01	-1.54	0.54	-0.02	2.15	0.97	1.2	0.66	-0.1	-0.87	-1.19	-1.14	-0.65	-0.49	-1.18	-0.86	0.54	
g980	0.72	-1.46	-1.88	-2.15	-2.18	0.89	-4.13	-0.82	1.86	1.0	0.98	1.47	-1.98	-0.18	-1.84	-1.66	-1.0	-1.58	1.14	-1.45	
g981	-0.03	-0.12	0.06	0.2	-1.05	-1.29	0.3	-0.47	-0.75	0.07	0.13	0.79	-0.58	1.55	0.12	1.73	0.21	0.0	-0.15	-0.08	
g982	-1.45	-0.46	-1.29	-3.32	-3.54	-1.37	1.64	-1.93	-1.97	-0.6	-0.35	-1.34	1.0	0.57	0.35	1.83	-2.57	0.0	0.37	-4.48	
g983	0.41	-3.99	-0.1	-5.01	-1.7	0.72	-1.13	0.18	0.73	0.55	0.32	0.34	-1.18	-0.35	-0.48	1.85	-2.14	-1.04	-0.42	-2.84	
g984	0.23	0.83	0.06	0.34	-0.67	-0.93	-3.56	-0.45	-1.18	0.21	0.79	0.01	-0.58	0.12	-0.36	-0.53	-0.32	0.06	0.1	-0.95	
g985	1.42	-2.06	0.32	-0.19	-0.54	0.2	-2.73	-2.28	0.1	-0.06	1.32	1.09	-0.98	-0.35	-1.0	-0.65	1.35	1.53	2.0	-0.49	
g986	0.44	-1.16	0.54	-0.01	-0.57	-0.37	0.38	-0.49	-0.1	0.27	-0.01	-0.09	-0.86	-0.19	0.05	0.88	0.15	1.87	-0.15	-0.29	
g987	-0.1	-1.95	-1.08	-1.08	-1.99	-2.04	-0.78	-1.69	-2.94	0.15	-0.74	-1.21	-2.45	0.68	-1.75	-1.3	-0.45	-0.46	-0.21	-3.78	
g988	-0.67	0.37	0.85	3.12	0.38	-0.34	-0.05	-0.5	0.27	-0.48	-0.49	-0.75	-0.18	-0.07	1.46	-1.33	2.16	0.45	0.28	1.53	
g989	0.13	0.57	0.02	1.72	1.08	2.97	-1.11	0.75	-0.32	-2.29	0.06	0.43	3.92	-2.93	0.5	5.91	-5.13	-1.26	0.69	-0.25	
g990	-0.03	-0.49	-0.12	-0.02	-0.02	1.38	-4.63	0.1	-0.08	0.49	0.32	0.2	3.7	0.53	0.17	-1.74	-0.06	-0.11	0.54	0.71	
g991	1.75	-2.76	-1.25	-4.23	1.17	2.07	1.59	1.93	3.19	2.04	1.58	1.26	-3.59	1.08	-3.1	0.85	-1.96	-1.27	0.36	-0.91	
g992	0.07	-1.77	-1.91	-2.67	-1.44	0.05	-1.45	-0.76	0.71	-0.27	0.68	-0.01	-1.52	1.17	-2.62	-1.5	-1.2	-0.04	0.38	-0.98	
g993	-2.15	-6.97	0.02	-0.77	-1.03	0.31	-4.1	-0.59	0.54	0.17	0.17	-0.28	-3.92	-0.34	1.35	-3.12	-0.09	-0.01	-0.35	-0.07	
g994	0.33	-2.0	-0.32	-0.62	-0.87	2.48	1.03	2.0	2.84	1.96	1.97	2.25	-3.36	1.92	-2.47	-0.99	-0.47	0.44	0.0	-0.24	
g995	1.01	-1.67	-1.83	-1.63	-1.43	-0.38	-0.45	0.29	1.83	1.12	0.9	1.16	-3.98	-0.57	-1.21	1.95	-0.18	0.76	0.41	0.32	
g996	1.46	-1.04	-0.75	0.58	-0.32	-0.79	-1.51	-0.4	0.59	0.88	0.77	0.45	-1.46	-1.06	0.53	-1.82	0.24	0.4	0.28	-1.41	
g997	0.96	0.6	5.37	0.75	-0.19	0.28	-0.68	-0.17	2.75	1.13	0.43	0.0	4.18	1.55	2.31	0.84	0.67	0.71	0.86	2.79	
g998	0.08	1.05	0.47	0.67	0.0	1.09	2.16	1.69	0.68	1.22	1.68	1.75	1.97	-0.2	1.18	-0.34	0.74	-0.23	0.2	2.21	
g999	0.12	1.71	2.91	0.64	0.58	1.47	-0.43	1.4	6.09	0.59	0.52	0.3	-0.1	1.51	5.19	2.69	1.49	0.75	0.92	3.16	
g1000	0.45	-1.76	1.56	0.28	1.08	-0.41	0.9	0.31	0.43	0.62	0.18	0.49	-2.91	3.1	2.03	0.39	0.49	0.61	0.83	0.26	
g1001	1.12	-0.81	-1.76	-2.25	0.21	0.18	-0.39	0.33	1.01	1.96	0.62	0.43	-4.11	-0.49	-2.19	-0.65	-1.51	-0.39	0.13	-1.81	
g1002	-5.38	-0.91	-0.15	1.16	0.07	-0.23	-0.1	-0.56	0.16	0.23	0.47	0.51	0.8	0.71	-0.33	-0.8	0.84	0.33	0.34	-0.76	
g1003	-0.69	-0.44	0.81	2.16	-0.39	-0.36	0.1	-0.22	-0.44	-0.27	0.16	-0.15	0.0	0.31	0.96	-3.29	1.51	0.05	0.22	-1.01	
g1004	-0.03	-1.12	-1.17	-0.74	4.8	-1.43	1.23	0.6	1.7	0.88	-0.12	-0.03	-2.89	0.49	0.12	-2.82	-0.27	0.39	-0.43	0.89	
g1005	1.05	1.17	-0.37	3.3	0.38	2.92	-0.54	0.65	2.48	0.97	1.44	0.65	-1.17	0.74	0.63	-0.65	-1.72	2.08	-1.61	-0.18	
g1006	0.9	-1.6	-1.56	-1.88	-0.06	0.3	-0.88	0.29	0.96	0.33	0.66	0.25	-2.08	-0.39	-1.92	-0.74	-0.75	-0.21	0.16	-1.43	
g1007	1.1	-1.89	-1.73	-2.07	-0.03	0.04	-0.59	0.36	1.33	0.47	0.45	0.39	-1.05	-0.36	-2.23	-0.53	-1.86	-0.31	-0.11	-1.52	
g1008	0.24	1.71	3.09	4.62	-0.38	-0.82	0.24	0.21	3.65	1.84	1.78	1.29	-0.67	3.29	-0.46	2.17	-0.38	-0.08	1.27	1.66	
g1009	-0.26	-0.91	-0.3	-3.23	-6.84	1.99	-3.66	1.26	-0.04	-0.07	-0.42	-1.0	-1.01	0.87	-5.5	1.71	-3.77	-2.98	-1.17	1.46	
g1010	-2.51	0.44	-0.51	3.86	1.81	1.08	0.0	1.46	-0.21	0.87	-0.49	-0.19	-4.56	-2.64	-2.97	-1.95	-1.31	-0.31	1.1	-5.91	
g1011	0.62	0.55	2.45	1.26	-0.86	1.11	1.86	0.82	-0.81	0.66	-2.68	-0.1	-1.37	2.72	-2.88	0.07	2.06	3.89	-0.18	0.31	
g1012	-0.22	0.93	-3.65	4.9	-4.78	2.55	0.84	-0.62	0.51	-1.98	0.46	-1.82	4.34	0.38	2.17	-0.87	1.06	-1.09	-2.83	1.69	
g1013	-4.33	-1.17	-1.77	-1.71	1.08	-4.56	0.75	1.42	1.47	0.08	0.67	-1.78	-1.11	0.58	-0.78	0.48	1.05	-0.32	1.13	-1.78	
g1014	-1.36	2.73	0.09	3.14	-1.41	0.88	1.62	-1.3	1.64	2.23	-0.47	1.5	0.67	0.8	0.29	2.76	1.93	0.17	-0.85	4.42	
g1015	1.6	2.39	2.88	-0.48	-0.08	2.41	-3.5	1.42	3.06	2.1	0.18	-1.11	0.43	1.71	2.24	2.02	-5.43	3.06	-0.99	0.86	
g1016	1.75	1.21	0.85	2.16	2.14	0.57	-0.65	0.21	-0.82	-0.48	1.56	-1.21	-4.49	-1.36	1.25	1.81	-0.31	0.17	0.11	1.03	
g1017	1.4	2.63	3.69	-0.41	1.73	0.12	0.62	0.93	3.42	2.71	2.32	2.23	0.7	0.3	0.56	-0.68	0.01	-0.35	-0.56	-0.71	
g1018	1.97	1.92	2.04	2.84	-0.38	1.7	0.94	0.69	-0.05	-1.24	-1.71	1.01	4.48	1.69	-3.67	0.06	3.15	-0.51	2.17	1.01	
g1019	1.18	0.21	0.29	-0.38	1.77	0.13	1.96	-1.78	-0.15	0.47	-0.07	1.36	7.81	1.68	0.35	2.16	-0.37	0.17	-0.46	-0.48	
g1020	1.58	-1.4	0.91	0.43	-3.12	1.82	0.12	0.49	-0.66	-1.27	-1.35	0.58	2.68	1.4	0.18	4.84	0.4	-0.39	-1.49	0.39	
g1021	0.72	2.53	1.84	2.79	3.92	1.67	4.94	0.95	0.4	-1.21	0.61	0.12	-0.07	-0.85	-0.36	-4.1	0.67	0.6	0.86	0.69	
g1022	-0.76	-0.81	-1.4	2.01	0.35	-0.31	1.77	-0.31	0.13	0.5	0.07	-0.31	-2.08	-0.98	-0.81	-1.93	0.87	0.14	0.75	1.5	
g1023	0.61	-1.03	0.16	1.3	-0.83	-0.18	0.67	-0.44	-0.6	0.52	0.69	0.02	-2.35	-0.59	-0.21	-2.19	0.96	0.46	0.75	0.24	
g1024	-0.05	0.69	1.28	-0.53	0.17	-0.18	3.33	-0.16	0.48	0.36	0.05	-0.39	0.73	-0.18	-1.18	-0.59	0.56	0.48	0.64	1.47	
g1025	-2.07	1.28	2.0	0.76	0.57	-0.16	1.74	0.11	-0.83	0.36	0.46	0.09	3.43	0.03	0.71	1.7	0.68	0.46	0.47	1.64	
g1026	0.53	2.76	0.93	0.88	-0.5	1.49	1.13	0.19	-0.14	-0.07	0.2	-0.75	-0.01	0.82	-1.0	-0.24	0.5	0.36	1.05	1.67	
g1027	-2.81	0.9	2.23	3.78	-5.5	0.02	-0.38	-0.85	1.61	-0.15	0.06	0.43	0.41	-2.78	1.82	-0.37	2.44	0.53	-0.7	0.57	
g1028	-0.43	-6.52	-4.59	0.24	2.34	1.39	-2.22	1.2	-0.4	0.56	0.28	-1.05	-0.31	-2.1	0.18	-0.22	-0.86	0.33	-0.19	0.3	
g1029	-0.11	1.38	-1.29	1.23	9.45	1.8	-0.42	0.27	-0.18	-0.07	1.18	0.13	1.8	-0.28	-0.29	4.03	-1.23	-0.47	-0.47	0.74	
g1030	1.32	0.71	0.52	-0.31	1.14	2.28	0.55	-1.18	0.59	-2.46	-1.08	-1.28	0.16	0.15	-2.34	2.05	-1.03	-0.04	-0.33	-0.29	
g1031	1.31	-0.82	1.02	-4.74	-1.15	0.91	-1.7	1.15	3.86	0.53	0.18	0.44	-1.46	-0.62	-2.13	0.69	-1.48	0.75	-0.39	-4.54	
g1032	0.96	4.1	-2.75	0.75	1.98	2.01	0.19	0.86	1.05	1.34	0.27	1.43	1.02	2.87	-0.22	-2.95	-0.69	-0.24	0.15	-1.53	
g1033	-2.17	1.84	0.77	-0.84	5.75	1.14	-0.27	-0.25	-1.0	0.87	1.45	0.74	-0.25	-0.74	0.3	-0.89	-0.51	0.68	-0.19	-0.68	
g1034	-0.69	0.94	2.56	-0.26	0.43	1.45	2.44	-0.72	-0.39	0.49	0.35	0.49	-3.07	1.83	2.17	-2.26	-0.08	0.24	-0.15	-0.53	
g1035	0.63	-0.26	1.36	-2.83	1.31	1.86	1.37	2.0	2.65	1.68	0.89	0.98	-1.13	0.88	3.09	-0.5	-0.5	1.07	-0.22	-0.11	
g1036	-2.07	0.67	-4.91	-1.24	-2.21	-0.26	-0.23	0.35	-0.89	-0.7	-0.06	-0.48	3.57	0.15	1.18	4.49	-1.16	0.19	0.54	-1.57	
g1037	0.12	1.31	-0.54	-1.44	-3.48	1.58	-2.16	0.5	2.85	1.67	0.68	0.9	0.42	-1.03	-0.6	-4.02	-0.69	0.48	0.07	-0.46	
g1038	-0.76	2.25	0.46	-1.0	9.39	-0.2	-0.71	2.06	-0.87	0.23	-0.86	-1.89	-0.53	-2.74	1.83	-2.06	-0.28	0.36	-0.42	0.55	
g1039	-0.57	1.26	0.03	0.71	3.35	0.62	0.02	-0.93	-1.15	-1.03	-0.38	-0.74	-2.92	-0.93	0.58	0.58	-1.72	-0.3	0.39	-1.35	
g1040	-0.54	2.74	-0.31	1.52	0.76	0.74	-1.11	-0.64	-1.4	0.47	0.28	-1.05	0.19	3.03	-1.19	-1.33	0.05	-0.22	-0.24	0.24	
g1041	0.97	-1.28	-1.08	-1.83	-2.96	1.07	-1.52	-0.97	1.39	0.87	1.45	1.03	-2.46	1.93	-3.34	-2.67	-1.0	0.69	-0.34	-1.18	
g1042	1.47	1.39	1.16	0.18	-2.2	0.68	2.19	2.34	4.03	0.84	0.94	0.96	1.35	0.67	-0.86	1.13	0.9	-0.24	0.36	1.11	
g1043	-0.17	0.17	-1.31	-1.05	-2.34	-2.63	-2.45	-0.78	-0.56	-0.14	-0.22	-0.46	-3.14	-1.52	-2.02	-5.17	-1.03	-0.64	-0.23	-1.23	
g1044	-0.17	2.49	-1.41	-0.08	-2.92	-3.89	-3.28	1.12	-0.68	0.59	-0.45	0.0	2.27	-1.79	1.68	1.87	0.03	0.04	-0.27	-0.9	
g1045	-0.07	1.43	-1.24	-0.89	0.17	0.86	0.0	0.13	1.05	0.86	0.59	0.82	-1.77	0.96	-1.55	2.15	0.47	-0.54	-0.62	0.16	
g1046	0.1	0.16	-3.87	0.58	-2.53	-0.1	-3.2	0.53	2.21	0.78	-0.08	1.64	-0.65	0.42	-1.67	0.3	0.38	-0.09	-0.42	0.18	
g1047	-2.78	1.07	4.0	1.26	4.36	0.56	1.54	-0.9	4.26	3.14	1.22	-0.78	-0.07	-0.65	3.25	-0.75	0.82	2.66	0.32	1.53	
g1048	3.67	1.33	0.11	0.4	7.82	-0.88	-1.87	-2.19	-0.96	-0.61	-0.6	-0.72	0.38	-0.89	-6.15	-0.22	-1.07	-0.23	-0.05	-1.7	
g1049	3.82	0.99	1.64	-1.49	5.6	0.46	0.73	-0.86	-2.45	0.72	-0.65	-1.9	-3.94	0.65	-1.02	-0.16	0.87	0.12	-0.59	-0.62	
g1050	2.59	2.49	-0.68	1.22	-3.76	-3.54	0.65	-0.56	4.67	0.11	1.83	1.97	2.09	0.61	-1.96	-2.42	-1.63	-0.66	-1.62	0.37	
g1051	0.13	-3.78	-1.45	-2.68	0.96	-2.67	-1.86	-1.49	-1.06	-1.01	0.4	-0.4	-2.89	-0.93	-0.92	0.78	-2.52	-0.17	1.33	-2.02	
g1052	-0.17	0.83	1.43	2.9	-3.22	-1.1	-3.39	-0.78	-0.48	-0.23	-0.51	-0.6	-3.2	-0.01	1.76	0.62	2.71	0.85	-1.45	-0.78	
g1053	0.46	0.93	-0.25	-1.27	-4.4	-1.53	1.18	1.5	2.68	2.0	1.78	1.5	-2.9	-0.07	-0.58	2.14	-0.35	-0.87	-0.33	-0.42	
g1054	0.21	-3.24	2.3	0.73	-0.85	2.01	8.38	-0.68	2.34	-0.02	1.33	0.98	1.79	0.78	-2.15	4.02	0.0	0.39	-2.51	-1.92	
g1055	-2.94	1.79	-1.12	-0.95	-0.11	-0.36	-2.97	-0.95	-1.37	-0.21	0.07	-0.22	-1.33	0.07	-0.04	0.27	-0.88	-0.1	0.25	-0.27	
g1056	2.77	1.04	5.84	1.49	-3.76	4.25	2.58	3.67	5.45	3.4	3.46	3.38	-0.55	0.29	-1.14	-2.56	-0.76	3.76	0.45	0.27	
g1057	-1.67	0.85	1.79	4.01	-1.72	2.22	-4.64	1.33	1.11	1.44	0.48	1.24	-6.07	1.52	0.83	0.55	2.22	0.32	0.58	-0.55	
g1058	-2.28	-0.02	-0.16	0.11	-3.97	-0.68	-1.23	-0.51	0.08	-0.19	-0.08	-0.72	-1.06	-1.11	-0.22	0.33	-0.24	-0.03	-0.19	-0.72	
g1059	0.35	1.35	1.34	1.07	-0.52	-0.51	0.72	-0.74	-0.36	-0.03	-0.4	-0.43	-1.79	0.7	0.26	-0.43	0.06	-0.11	0.87	0.32	
g1060	-2.1	1.16	0.03	0.66	3.25	1.56	-1.39	-0.36	0.58	0.08	0.61	0.0	-1.81	-0.38	0.15	0.5	-0.68	-0.42	0.25	0.38	
g1061	-0.33	0.75	0.7	3.88	-0.83	0.87	-1.96	0.01	-0.67	-0.21	-0.52	0.04	-1.97	0.46	0.02	-0.57	-0.04	0.01	0.32	0.6	
g1062	-3.14	2.43	3.7	-1.46	1.51	1.24	-0.41	5.77	0.13	0.72	0.97	-0.01	0.98	1.19	-1.82	1.93	-3.41	0.61	1.08	-3.35	
g1063	-0.75	-2.24	-4.93	-7.0	-2.26	-1.67	-3.0	-2.98	-0.8	-2.38	-0.61	-0.52	-2.01	-0.38	-4.42	-1.98	-5.82	-1.81	0.24	-7.41	
g1064	0.9	0.44	-0.53	-1.84	4.29	-0.66	-1.6	-3.2	1.55	0.86	0.0	-0.37	4.88	2.14	-0.02	0.4	-1.87	-0.29	-0.13	-1.91	
g1065	-0.15	2.52	-1.03	-1.84	1.77	2.69	1.66	0.05	0.38	-0.11	1.29	-1.94	1.11	1.97	-1.08	-6.07	2.25	0.79	0.29	0.27	
g1066	-0.56	0.91	-0.81	3.61	1.01	-3.11	4.06	-2.04	-1.54	-0.62	0.46	0.2	1.36	2.37	0.24	-1.79	4.02	-1.73	-1.94	0.14	
g1067	0.34	2.38	0.49	1.68	1.48	-0.37	5.53	0.18	-0.48	0.84	-1.11	-0.51	1.15	-0.63	1.21	-0.52	0.67	0.02	-0.12	4.53	
g1068	0.27	2.33	-0.74	-0.09	-2.08	1.67	0.23	0.26	0.26	0.31	-0.02	0.88	0.26	-0.87	0.9	1.97	-0.35	-0.18	0.48	-0.78	
g1069	-1.04	0.14	-0.28	0.45	-1.75	-0.74	0.5	-0.95	-0.6	-0.46	-0.44	-0.63	0.41	1.94	-0.58	-1.54	0.14	0.1	0.11	-0.17	
g1070	1.4	2.84	3.05	0.46	5.18	-0.46	2.03	0.52	0.15	-1.52	-2.22	-1.85	1.21	0.95	1.35	1.32	-4.72	-0.54	1.29	-1.18	
g1071	0.18	2.18	-1.44	0.33	2.13	-0.44	-0.48	-1.48	1.37	-0.35	0.14	0.49	5.8	1.34	1.22	0.13	-3.1	-4.16	-0.27	2.79	
g1072	0.1	-1.32	1.23	-0.63	1.6	1.89	3.15	-0.86	-1.22	-0.27	0.27	-0.23	0.52	-0.38	-1.34	-5.19	2.86	-1.06	-1.8	1.81	
g1073	0.14	11.52	0.47	1.94	0.26	-0.72	-0.42	-1.0	0.49	0.31	-0.19	0.71	-0.48	-0.29	3.59	-1.14	-0.6	0.32	0.02	-1.85	
g1074	0.7	-0.08	0.86	-2.09	0.37	0.27	2.86	0.63	-0.9	0.48	0.81	0.3	0.62	0.12	-0.78	1.33	-2.25	-0.05	0.22	-1.79	
g1075	1.04	-5.71	-2.45	-0.76	-0.22	-0.74	0.32	0.72	-0.21	3.43	3.57	-0.28	-1.42	1.36	-3.1	1.86	0.09	-1.43	-1.61	-0.67	
g1076	-1.44	0.9	-1.03	3.09	-2.17	2.73	2.73	-0.37	-4.83	0.54	-1.99	-1.38	1.86	0.27	3.57	0.0	0.0	-2.9	-1.48	0.69	
g1077	-5.62	3.95	3.74	1.17	4.01	1.44	0.83	-2.6	3.54	1.92	1.66	-3.01	-2.4	-2.65	0.47	-0.16	3.03	0.06	1.34	1.07	
g1078	2.89	0.56	1.44	2.03	-0.94	1.54	2.59	0.19	-3.48	1.09	-0.48	1.77	4.06	3.78	1.52	2.66	0.55	-0.35	-0.57	0.64	
g1079	1.73	-0.59	-0.21	1.18	0.97	3.55	0.89	-1.36	-1.15	0.88	3.45	0.01	2.58	1.11	-0.19	3.26	-0.45	-1.53	-2.3	1.58	
g1080	0.97	1.77	-4.22	-0.66	-3.75	-0.29	-4.66	0.42	-0.49	0.56	0.55	0.66	-0.99	0.92	0.29	1.76	0.01	-0.45	1.15	1.1	
g1081	1.45	-0.55	0.08	1.64	-1.24	2.14	0.0	0.57	0.86	1.08	1.13	0.99	-0.35	0.72	1.57	2.82	1.25	0.49	-0.32	-5.55	
g1082	-1.01	2.01	-0.28	-1.48	9.66	1.94	0.01	-2.23	-1.07	-0.3	-0.1	-0.36	-1.34	1.67	1.72	-0.3	0.95	-0.98	-0.11	0.49	
g1083	-1.29	-0.94	0.22	0.92	4.77	0.93	-0.03	-2.16	-0.01	0.29	-0.09	-0.59	-1.17	-0.16	-2.96	-2.73	-0.06	0.82	0.32	-0.23	
g1084	1.53	-1.03	-1.91	1.81	1.78	-4.48	-0.6	0.04	0.91	1.83	2.39	0.78	2.12	-3.52	0.8	0.51	1.92	-0.82	0.42	1.24	
g1085	0.33	1.17	-1.75	1.43	-0.35	-0.71	0.75	0.21	0.21	-1.57	-1.07	2.58	2.29	-0.53	-0.04	0.96	-0.44	1.41	3.42	1.03	
g1086	2.41	1.28	-3.13	-1.56	1.27	-2.85	2.14	-1.25	0.53	0.32	0.44	3.54	-0.78	-0.95	-1.69	-0.56	-1.73	-0.04	2.45	-0.11	
g1087	0.88	2.04	1.08	0.54	6.79	-2.11	5.5	2.67	0.8	-2.4	1.22	0.49	-2.32	-0.76	-3.72	0.62	1.28	-2.49	-1.08	2.01	
g1088	4.19	0.45	-0.49	6.14	3.73	-1.92	0.6	-2.86	-1.08	1.88	-2.44	1.11	2.74	0.21	2.15	1.13	-1.25	-1.42	-3.71	0.37	
g1089	-1.06	-1.67	-2.0	-0.18	-3.33	-0.59	0.22	0.27	-1.15	-0.09	0.13	-0.21	1.2	1.28	2.55	-1.52	1.23	0.2	0.89	-1.63	
g1090	-0.42	3.2	0.45	-0.53	1.5	1.64	0.39	-0.82	-0.06	-0.21	0.22	-3.64	0.82	1.93	0.78	3.2	3.08	-1.34	-2.79	0.42	
g1091	-0.85	0.83	1.51	1.64	-0.64	-1.72	-0.47	-1.63	-0.69	-1.47	-1.92	-1.67	-1.76	-0.68	1.12	-1.25	1.67	-0.04	-0.97	-1.15	
g1092	-0.04	-2.69	-1.92	1.15	-0.19	0.63	-1.01	-3.41	0.34	-1.7	3.91	0.01	2.72	-4.44	1.8	-4.72	-2.09	-3.48	1.24	2.41	
g1093	0.0	0.36	-0.75	-0.81	1.73	2.85	3.8	-0.93	0.03	2.1	-2.59	-2.37	2.19	2.56	-0.67	3.06	0.51	3.31	2.36	1.71	
g1094	1.12	0.27	-4.67	1.01	1.49	2.32	-0.32	-0.21	-0.54	-1.55	0.71	2.37	-1.46	1.29	0.48	-2.38	-0.22	2.55	0.32	0.16	
g1095	-0.2	5.04	-1.59	-2.07	4.46	0.7	0.21	-0.95	0.54	-1.58	-1.04	1.09	1.59	1.07	4.26	0.34	0.44	0.0	1.24	-1.8	
