g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	
g164	-4.395624983025968	-2.4900508536956893	-2.3277104474813686	-5.906602085450396	-2.684829026963658	-2.684829026963658	-2.684829026963658	-2.684829026963658	-5.057302869470475	-3.393887495918588	-1.481162757563488	-4.000582853376518	-2.684829026963658	-3.1883645691462563	-2.684829026963658	-5.0385924005479374	-2.684829026963658	-1.4872168790826372	-2.3698737411343638	-2.4619585466663363	-2.684829026963658	-2.684829026963658	-2.684829026963658	-2.684829026963658	-2.684829026963658	-2.2863041851566415	-4.542717233730888	-2.684829026963658	-0.1107616167183656	-3.560472602064642	-3.666393078535258	-2.1054975514221055	-1.624599071093643	-1.6327477512564157	-2.23657665227875	-1.1459239020613892	-3.4337135263881824	-2.3913799756395075	-1.9805115704086398	-2.0879646687836613	-0.3669873597982689	0.13619138628714406	-4.065642024302271	-2.684829026963658	-0.7678304570520219	-2.684829026963658	-1.0182934498083527	-4.110259920869661	-2.684829026963658	-2.684829026963658	-2.684829026963658	-2.684829026963658	-2.904008087075397	-6.125390884463663	-2.684829026963658	-2.5601921554404816	-3.9031444563756237	-4.00346662971978	-3.6757654377294693	-3.915346202036435	-15.213858448535683	-0.6438561897747247	-1.9258508726188899	-1.5937898914684352	-2.387838690221618	-2.684829026963658	-2.684829026963658	-2.8593522068451582	-2.016197295676755	-7.922789821043676	-2.97029976578458	-3.0819191301522926	-2.1094697373699653	-3.2243198184767863	-4.854752972273343	-2.7112280327525977	-31.550254183363997	-2.263958026250032	-4.206894851941122	-0.974829424265094	-2.5353317329965557	-2.684829026963658	-1.693387775624602	-3.352661211233376	-3.8369135251969624	-2.684829026963658	-3.2175914350726273	-3.0469210473874924	-2.5100459231173797	-3.6117553466077004	-11.170017336879695	-2.6038702075364073	-2.684829026963658	-3.120294233717712	-7.983201337739496	-2.684829026963658	-2.684829026963658	-5.303009112724311	-3.8904873115280667	-2.9301603749313654	-2.090495686439397	-2.684829026963658	-7.013450718292401	-3.116535581897678	
g165	-4.352842088357422	-4.2404652636626	-1.6864058534276087	-2.527253439010752	-5.082396607235786	-2.3772993878221884	-2.9912069539668353	-4.662722352482139	-2.9912069539668353	-4.9230503123980975	-6.028439892511855	-3.149023837337322	-2.820874368034019	-3.4445764684381	-4.364682081285679	-2.9912069539668353	-2.414268267034073	-4.823903827871156	-2.9912069539668353	-2.9912069539668353	-2.467925879109334	-3.583391087366584	-2.895394956770689	-2.9646576192078027	-3.837958535781959	-2.9912069539668353	-5.555714592905707	-6.877812346762029	-2.9912069539668353	-2.1897409510945742	-1.8310658705791512	-2.760136544031236	-2.9912069539668353	-3.3010977939413735	-2.9912069539668353	-2.9912069539668353	-2.5416948468350395	-15.708829358892444	-0.4540316308947075	-2.9912069539668353	-0.8627588082884075	-0.6285760695517953	-0.6136436689900767	-2.9912069539668353	-4.452609400058457	-3.4364318216708383	-2.430508908041284	-3.672019628632179	-4.7892040886311005	-2.0075215873325427	-4.758314530553804	-3.1920465972405783	-4.063337217746896	-2.7412904601804966	-7.785318123438189	-5.26035924561936	-2.9912069539668353	-4.220370877205672	-5.190060882902541	-5.951428991685017	-16.740916499065634	-0.8820390472675833	-2.4104695661733175	-3.4362656189128424	-1.5307391533840016	-3.84158891528669	-3.2630071793451436	-2.5420380555473154	-2.9912069539668353	-3.622522531251541	-3.294774043383635	-2.9912069539668353	-2.817368471317113	-2.9912069539668353	-3.4159943287803083	-3.1686961742611643	-5.247703821607747	-2.9912069539668353	-3.362009598198114	-2.2208999658514887	-5.458623935544564	-2.3699080479996355	-3.2598901636006263	-1.711228032752598	-1.143054136717567	-3.6370046964421934	-2.4061698337175046	-1.449690321244904	-2.306145097646435	-3.92814432827052	-13.18789269014876	-2.8698274872697183	-2.217591435072627	-1.7939296111470846	-2.6170561304310094	-2.8241880062782694	-3.5949225445768023	-1.9202976283026219	-2.9296568398272935	-2.9912069539668353	-1.4868124796291446	-3.35180870486166	-2.9011911225849385	-2.9912069539668353	
g166	-1.2681216511915685	-5.544466429126809	-1.9103463942964898	-3.0548938065079922	-2.6359256727312896	-3.8174669666741483	-3.707628941484611	-2.583007976531391	-2.715740719258797	-4.482613431432213	-1.139553606611556	-2.9257686058142083	-1.8406350757089207	-3.416299248745714	-2.715740719258797	-3.2161956894414416	-3.3585412397965406	-1.8401125212694995	-2.715740719258797	-1.3302475327442382	-1.6308406539354685	-2.1827214310542784	-2.715740719258797	-2.715740719258797	-2.715740719258797	-2.715740719258797	-2.715740719258797	-5.884648244071556	-0.40487830800382846	-2.0000214676216483	-2.715740719258797	-2.4540316308947077	-2.961282892427146	-10.413899181190363	-3.8913216639575507	-2.715740719258797	-7.668592868096232	-3.4689704440217097	-4.194162766738818	-4.381723750235324	-5.809043895364951	-2.8762013915373785	-2.715740719258797	-1.9334629976042086	-2.923577724541398	-4.3175561046893165	-3.855170479161191	-2.05665298050985	-4.6796424118277855	-2.078868388814835	-2.4651668423420263	-2.8170535054888983	-5.043926095168366	-1.2276920250415968	-2.7791307873746445	-16.63937591569497	-3.3716836611306134	-3.309018500387089	-1.975396632859343	-2.6204360626732384	-1.827192929121118	-0.8033929559051823	-2.497363882797535	-1.2740407654908124	-5.098792017368761	-2.715740719258797	-3.1113637982013604	-4.3926588707601475	-4.562588822232761	-4.793502727321431	-2.3770696490798233	-2.6091122404499907	-3.4734503701173676	-2.0044304174176175	-1.762681034425449	-3.1872945591049207	-1.6086721931563885	-1.4839848529963353	-2.1028370366411657	-4.255115584987461	-3.3056119509291286	-0.2376937109971179	-1.5762324148699411	-5.011587974275212	-4.304637950937703	-2.68223286148778	-5.30819387639429	-2.772012541265407	-4.2116985024641735	-1.0247366783215064	-3.0658502583745078	-2.7408179196618128	-2.715740719258797	-0.9500904775569421	-1.8635460907313495	-2.715740719258797	-5.081674833302857	-2.2841944674408476	-1.172018427352438	-3.204084965148456	-1.3807228495183625	-2.2169205701263883	-2.715740719258797	-2.428954279614029	
g167	-3.8198823714834838	-8.295850448993127	-1.7646405526090545	-2.7140651920561276	-2.2808322801329814	-5.311278067639641	-3.120294233717712	-2.8404263415436217	-3.2834919132312543	-3.0637107053513444	-3.8516635361455194	-3.4999820877207704	-3.07372616617022	-4.63604674820987	-3.1053180261449205	-3.07372616617022	-2.495735558650761	-3.07372616617022	-5.156369840426189	-3.0963455960796367	-3.6563093821528985	-2.151362038095294	-3.519709006311955	-2.6788682505214645	-3.07372616617022	-4.940755490170565	-1.406700534306788	-2.252225928257295	-2.485196014428227	-1.6034020684251002	-5.735427539605937	-2.697125329634415	-1.757306042450382	-2.3147325934831584	-4.740432223885986	-2.276485124126195	-2.5075634570495264	-4.362009598198114	-2.8973019417026737	-1.3558668393657765	-1.2419527181667664	-2.3936525332754277	-2.185080490694481	-0.6780719051126377	-3.9894206489293254	-1.7509794897140352	-1.0124608360791227	-4.920079220151287	-1.7345631039509017	-2.129733929604017	-4.230157524630785	-3.07372616617022	-3.17266872938774	-2.366615291442657	-6.085098759400963	-15.174665300607312	-3.07372616617022	-4.6388155730741945	-3.07372616617022	-3.07372616617022	-2.950090477556942	-1.6079105132464098	-1.7764538840471817	-3.07372616617022	-0.5675573932463709	-3.07372616617022	-5.670061260122119	-3.9105018491608976	-4.058760252104824	-1.793856930308627	-3.07372616617022	-3.5456113858224967	-28.708319029596243	-3.07372616617022	-2.4787482046301883	-3.07372616617022	-3.039784866105864	-2.6054772457272204	-10.397265686869543	-1.1106043378457562	-3.07372616617022	-3.07372616617022	-9.790738798551173	-3.07372616617022	-3.07372616617022	-2.7292916662807856	-4.163332543386466	-3.07372616617022	-3.1379652600447674	-3.07372616617022	-2.8762013915373785	-6.16255724822716	-3.07372616617022	-3.07372616617022	-11.293132655333704	-3.07372616617022	-3.07372616617022	-8.55273185611356	-5.108798594879883	-3.984616617556405	-3.07372616617022	-8.133501848961112	-3.07372616617022	-4.13492052791033	
g168	-2.569218307491442	-2.422334812286781	-2.1056340953462174	-2.236858701982839	-2.222296244872902	-2.7433658118936903	-2.842181855976062	-4.150465038884781	-3.7014355213109216	-2.842181855976062	-3.474894161839747	-2.928301305236073	-1.9985834342899018	-2.8692796046644338	-5.748553568441419	-2.7799177393507533	-2.842181855976062	-2.842181855976062	-2.842181855976062	-2.188143716658624	-2.842181855976062	-2.426716460120077	-4.754973759523561	-3.357581214292764	-3.1526918376991677	-2.842181855976062	-2.842181855976062	-1.802718783902424	-2.842181855976062	-4.593133344262386	-2.842181855976062	-1.8071083552495413	-3.2183011937257193	-2.842181855976062	-4.062366245469131	-2.846790944978164	-6.651871446177949	-3.9332425873920487	-1.0228172345465703	-2.842181855976062	-2.842181855976062	-2.2980390348613096	-2.842181855976062	-3.0659910014112985	-2.917024972742232	-3.286304185156641	-0.6900557533232983	-2.842181855976062	-1.9116290351203478	-2.145605322246899	-4.18761005423733	-2.842181855976062	-28.3813377069826	-1.3354435615978468	-28.346452189338738	-5.39896913065119	-1.8772610280454547	-5.436924639547182	-5.5821727395059835	-2.842181855976062	-4.717128448147151	-2.905828423166566	-2.842181855976062	-2.6194950580826286	-2.842181855976062	-2.1701968991523017	-1.1603108745349306	-3.793129476675921	-3.15200309344505	-3.033941347348163	-2.446895346790742	-1.6074030244551418	-2.842181855976062	-3.879851932479173	-2.6150593557357915	-3.6490283781873796	-3.6417886209472745	-2.4448140437586905	-2.842181855976062	-1.1910667145642138	-3.8939393039835917	-1.6113170821705378	-1.1508164108809955	-2.394467481171585	-2.0280554855973123	-1.634540081146115	-2.572563325952356	-2.2324299440482602	-2.234317185424055	-3.669929618081217	-2.0513440824272027	-4.763523863098936	-2.842181855976062	-26.763131914225628	-2.842181855976062	-2.842181855976062	-2.7614108494412855	-2.9691695698467258	-3.197599959885161	-2.842181855976062	-2.842181855976062	-2.842181855976062	-2.842181855976062	-2.842181855976062	
g169	-4.230060984544928	-4.115034858765592	-3.1005948212994574	-2.1228054528737617	-4.6547171824064915	-2.0661252582846443	-3.734729999313776	-2.922038634451889	-2.922038634451889	-3.323753536393901	-2.402712165151182	-2.282087830355571	-1.9301603749313658	-1.9626742876085816	-8.303123029186994	-5.25292965211533	-3.1053180261449205	-3.864386332479555	-10.557615913953981	-3.013618994369395	-4.317031251672516	-1.2838431475703938	-2.922038634451889	-2.938984225318372	-2.922038634451889	-3.666576266274808	-2.0095206308871942	-5.319045586354241	0.0	-3.6119951659383767	-3.9625651388780803	-2.922038634451889	-1.9833610578862109	-3.294774043383635	-2.922038634451889	-2.922038634451889	-4.188638076432459	-2.618542220463378	-2.922038634451889	-8.322389831182194	-1.2153406320040605	-2.070420534348678	-1.3342434173206015	-0.6208226711091924	-1.4466068358022732	-1.4327107763920677	-1.5604815232541487	-1.7576591452469037	-3.576733796808561	-4.461216275277579	-2.9402301267194053	-2.922038634451889	-4.344025427952355	-2.7553564542606015	-0.8762013915373783	-3.465560055617559	-3.7653270132335157	-15.440705020907233	-5.397752179890809	-2.922038634451889	-3.115284870903967	-2.244038099894001	-2.922038634451889	-2.037413961643117	-4.0062459435494375	-2.922038634451889	-3.086813774511005	-2.499359727640718	-3.044379915207331	-3.567981322799597	-4.284053929226242	-1.572608370313282	-3.3298848187157057	-2.974252932902568	-2.6337144951531073	-2.981650690121108	-4.891454393153138	-2.922038634451889	-2.8699878009526407	-5.332564771094586	-2.4620254296423023	-1.8385637341740129	-2.664392175620127	-4.566955102217461	-4.138219278011951	-2.159073566696852	-2.971970365639266	-3.1739702135002617	-3.2722973271627622	-3.5471796574838472	-3.435918982728103	-2.8548233201464353	-2.2634200524169676	-1.1727073683955982	-2.9726168120249845	-6.313303377871683	-2.7417587452158454	-2.888603917772011	-1.3012698012653325	-3.777472384476942	-1.8462811221050446	-2.9549573154762556	-5.627030868246289	-2.474408626820369	
g170	-2.6831591504704124	-3.572287050048706	-1.9907961726701604	-2.7047169753688363	-3.5286564403892795	-2.09974178756525	-3.294774043383635	-4.052176772838989	-0.8354711391186314	-2.7047169753688363	-2.2611915894156187	-0.5631985264294997	-3.552833438856204	-3.1628980023297806	-3.641336555329409	-3.9001258137300963	-2.595968860378175	-5.5631985264295	-4.203967142154946	-4.194691032962548	-2.7047169753688363	-0.24845058520839408	-1.4965494909944312	-2.482774707497541	-3.4651415485992816	-4.494516475764531	-1.6166136538009839	-2.7047169753688363	-4.385940398450507	-2.335646462334552	-1.4655166467619773	-6.133907043470415	-4.21464195993514	-2.7047169753688363	-2.7047169753688363	-2.7047169753688363	-2.7047169753688363	-2.7047169753688363	-10.409968129600447	-2.7047169753688363	-0.6533550784114732	-2.7047169753688363	-2.0732992212266494	-3.5867525526335524	-4.578461781444503	-2.7047169753688363	-2.3906232512366934	-2.702749878828293	-3.560642821525743	-2.5266500786004484	-4.713459093644303	-6.040734319934728	-2.7047169753688363	-2.7047169753688363	-4.027975258786622	-4.590397257833204	-2.117787378107137	-1.437916357303841	-5.481001661584214	-1.7302486779516255	-3.510128282441589	-1.9971174914668788	-2.7047169753688363	-2.7047169753688363	-1.8298185422347497	-2.7047169753688363	-5.536653542169312	-3.646202476090526	-3.668959826012718	-31.331755678132037	-1.1936346938775448	-3.1831136259850807	-6.03694024794952	-2.7047169753688363	-2.7047169753688363	-3.81563082941584	-3.432843996289213	-1.6188273952832022	-2.6197138438769216	-2.072786191607015	-4.245656987687921	-2.6052740599493722	-1.9305141488499156	-4.230718881689594	-2.3710864573382135	-5.165929008043539	-2.9088516813902983	-4.213570916796944	-1.6850135145314844	-3.04930764022437	-2.5655714196140327	-2.033864894562046	-7.181699141927331	-2.7047169753688363	-2.7047169753688363	-2.7047169753688363	-3.0174170530774096	-2.7047169753688363	-3.4109283650588353	-4.522840788813359	-2.7047169753688363	-2.7047169753688363	-2.7047169753688363	-2.7047169753688363	
g171	-3.057399443527399	-2.98051157040864	-0.6933877756246022	-2.981650690121108	-2.6474674433271037	-3.652599397316367	-2.75486462093218	-3.430624675570312	-3.30534948735197	-2.7545789461207315	-1.488026018218199	-5.442849723718632	-15.565841165475002	-1.9129020340693694	-3.555884251874667	-28.396550800929106	-1.8354711391186314	-3.1081883504165315	-2.746373741879103	-1.9762971433258758	-3.6211643833706293	-4.618118628361117	-0.7725053491406989	-1.5269924320838264	-2.6178538301684062	-3.0175513819607542	-2.8170535054888983	-2.8143591699427892	-3.3951611394465817	-2.701810929858678	-2.955019262790656	-3.6038405109268457	-3.06122902073101	-2.1656422636293615	-3.8047028023849037	-2.048710621783867	-2.4476116087917132	-3.354164276017748	-3.30534948735197	-3.30534948735197	-2.031630961650111	-2.349605077145637	-10.335378813179764	-1.176902852650796	-15.854878689659897	-0.6617752800109871	-2.3488336654466098	-3.3675266357181117	-2.2209504471625414	-3.30534948735197	-3.710850166055601	-2.9953907467474106	-4.39472724503585	-2.5666131908422645	-3.30534948735197	-2.15072126746922	-3.30534948735197	-3.30534948735197	-3.0709665213541437	-3.120294233717712	-3.6516315907798687	-3.6334762012253594	-1.5898760215870733	-1.1475216763576133	-1.3823864580120322	-3.30534948735197	-3.3316266783186563	-2.046921047387493	-9.020176581480715	-5.86773376643292	-2.8601326061533725	-1.1022174553385833	-3.862900334046949	-2.3692749829527227	-5.48849999928559	-3.7800745521358543	-2.555714752500262	-2.7858751946471525	-3.1955078648866895	-0.7629258286978425	-5.337306399170255	-4.101350488296464	-2.1015981400078068	-4.122051628050782	-0.9951031567851526	-3.30534948735197	-6.30700155064926	-5.522840788813359	-3.9285580566304046	-3.30534948735197	-3.703744657795427	-8.083336868230356	-3.3443736339524355	-1.8069221784536331	-3.3151070466840658	-2.08061829406107	-1.7467314438129158	-0.7893617716198499	-6.373310918543702	-3.2879881548438337	-6.135501636239594	-2.3824752000526	-2.0174434202424205	-1.1571418167440226	
g172	-1.7316853868247721	-2.0318840141432077	-2.6019769505574457	-2.195218006876243	-2.3118644115426648	-1.357714316940423	-2.5365684012128726	-2.3320624720210756	-2.9367731980030185	-3.056491198838264	-1.4512543613996856	-4.027987448814182	-2.195218006876243	-2.245137609162504	-2.656535323845471	-2.5615522895975924	-5.335844875222548	-3.868384177344676	-2.195218006876243	-0.9475841058488615	-2.195218006876243	-4.525227380819508	-2.195218006876243	-2.195218006876243	-4.682603305716517	-2.297608415691949	-2.195218006876243	-2.195218006876243	-0.31886562065315455	-2.195218006876243	-1.808942760073686	-2.745647837266007	-1.214240225572989	-1.7754657367202704	-2.195218006876243	-2.3883554566263383	-1.9664220855931938	-1.9850734557618974	-2.469130202068591	-6.9250671617547415	-2.7350432820351775	-2.195218006876243	-2.195218006876243	-1.312225602883116	-2.260567221670697	-1.038598926835721	-2.727322095447384	-1.674186547836849	-4.371235735111733	-2.195218006876243	-2.3378856687903387	-2.195218006876243	-1.8344417455388264	-2.293358942690592	-0.7324042781481208	-2.9614299197441234	-5.324816374212189	-1.4080543968481776	-2.195218006876243	-2.673922915076869	-2.195218006876243	-3.352989490149723	-2.471528698117108	-2.195218006876243	-1.0651297915289866	-2.779326050938301	-5.121800440613761	-1.7145385948629637	-2.772639825051744	-13.111389606908986	-16.75996238428648	-3.0325009942447716	-2.927219960689503	-4.618118628361117	-2.7572592828974694	-4.272576135752071	-3.723944101097417	-1.7240394197219358	-1.3673595241343683	-2.195218006876243	-4.1152848709039676	-2.195218006876243	-2.7968615028091515	-2.5522121891699463	-2.195218006876243	-1.2813863010245155	-1.4961424674225712	-2.682140862532867	-4.072260472884908	-1.6210445388590937	-4.903144456375624	-0.936497057693842	-2.195218006876243	-2.195218006876243	-2.195218006876243	-2.195218006876243	-3.6249004428630904	-3.797062030301432	-2.195218006876243	-2.3378856687903387	-2.195218006876243	-2.195218006876243	-2.195218006876243	-3.734083085633085	
g173	-2.7548002229244357	-2.7548002229244357	-2.7548002229244357	-2.7548002229244357	-1.6309687949060945	-4.727761766836366	-3.8433186264828514	-31.42019364279962	-1.4077462998850927	-2.7548002229244357	-1.8190883366314312	-2.706511797624492	-1.5378429521526056	-3.6252220156356736	-14.928007268228301	-1.3992924716305486	-4.10376102386398	-2.7548002229244357	-1.4266254735540558	-2.7548002229244357	-6.361712960993226	-2.7548002229244357	-1.2615347826602237	-2.0099324088796924	-2.7548002229244357	-2.7548002229244357	-1.8718864376462871	-5.319045586354241	-0.3156300709869933	-2.7548002229244357	-2.7548002229244357	-2.7548002229244357	-2.5462453931483027	-1.8809758968577255	-2.7548002229244357	-2.7548002229244357	-2.7524370029286462	-2.7548002229244357	-2.7548002229244357	-2.7548002229244357	-2.7548002229244357	-1.0822245593988842	-2.5487756978733103	-3.7078307901131833	-3.162361929830452	-5.6796424118277855	-2.8018830708475444	-3.116535581897678	-1.6707041518974848	-2.7548002229244357	-1.4977712511585333	-2.7548002229244357	-2.262572817270941	-2.0016477069223084	-0.8473622603488876	-1.23990682554186	-1.3940316411585416	-2.820106829466452	-1.90023351370707	-4.170588793845082	-2.7548002229244357	-4.697874003777262	-7.062746014549175	-2.7548002229244357	-6.490699401713305	-3.461322788127508	-3.0746081599075423	-2.7548002229244357	-5.121236500561653	-2.7548002229244357	-33.93239980108546	-4.870703792760672	-2.7548002229244357	-1.356975041986563	-2.8018830708475444	-3.0709665213541437	-7.5328248773859805	-3.162298909066135	-2.6388400460434394	-2.831357964441161	-6.373626282536727	-2.0174170530774096	-1.7470999712999196	-2.7548002229244357	-2.1857367086002184	-3.7413879988893797	-2.819088336631431	-6.1177873781071375	-2.627716487119472	-3.51053786851773	-3.144329165559629	-2.4088950949352212	-0.41542226926135895	-2.1929451040675074	-2.269929385465968	-1.8363299680220488	-2.8430276515079407	-0.2931821526602385	-0.32073665810224733	-2.0800879113226918	-0.10920313389726626	-0.43459779610916227	-1.0240030498411006	-3.0794780212096606	
