,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g10,4.849514803735249791e-02,4.647305592959978526e-02,4.115861250010643263e-02,4.932745761178077004e-02,6.340994748730624520e-02,5.558499321764726053e-02,5.407328890011016409e-02,6.006994236571622930e-02,5.013098095044968283e-02,3.999590099050547021e-02,3.983840492699380897e-02,4.541318236440039513e-02,6.843537854903197770e-02,4.181110119487237847e-02,6.090126463719012367e-02,6.374119470477809801e-02,4.318887330237589778e-02,2.887170873027737270e-02,3.658108735382582799e-02,4.685995910916116586e-02
g11,3.266800041280409211e-02,3.970314007451904853e-02,3.152537778237784333e-02,3.908819272180786425e-02,4.578731754946221977e-02,3.779225514618495679e-02,3.971088701991187797e-02,4.596873979588444320e-02,3.767618562043240776e-02,3.041691509732145915e-02,1.662843988694171285e-02,3.236167288572357886e-02,4.172132680767188379e-02,3.138563325476337318e-02,3.972798965905346286e-02,4.931996520911678672e-02,2.439482111969053929e-02,2.090759452892391318e-02,3.279280508169608865e-02,3.197065629475700360e-02
g12,3.449083381873617460e-02,1.802608410821873730e-02,1.678345892216221921e-02,2.783100576037463372e-02,3.641007546030630704e-02,3.526447502367159592e-02,3.404637320033690462e-02,3.851856120557128893e-02,3.211072837866943419e-02,2.228658698252230369e-02,3.042403788491586034e-02,2.768517639731643554e-02,4.957836769903540414e-02,2.520041582389192722e-02,3.658525093085161772e-02,3.779229097930852932e-02,3.151324778515507408e-02,1.838604273562850083e-02,2.146031646325950379e-02,2.628367213287297749e-02
g13,8.189147079536586438e-02,8.951840300039454190e-02,7.336295721410414361e-02,7.389274011883670279e-02,9.981339159692605156e-02,8.776800787797453540e-02,9.391621770795097190e-02,7.883766600078306874e-02,6.933221129128062932e-02,6.206017271809444874e-02,5.364518623780160922e-02,7.174816352637930494e-02,1.126258977815194351e-01,7.271373522541361989e-02,1.081247471972202334e-01,9.527939270930185778e-02,6.236040595681763277e-02,4.954776815138251661e-02,6.121388287858867822e-02,8.262933732077053228e-02
g14,6.467669162167923036e-02,6.116542438951456939e-02,7.506096433323067307e-02,8.017937581426776150e-02,1.347311456988944667e-01,1.149328506643211012e-01,4.985040706194197174e-02,1.785694258058212469e-01,1.366893071282291039e-01,5.629690712370323535e-02,6.435636281275856907e-02,9.067402815845512776e-02,1.136724772848288628e-01,6.884392884790091482e-02,1.082978467043719528e-01,1.239306922770399694e-01,1.045196184695131036e-01,4.450742338573746015e-02,8.936846083671957930e-02,7.544868226216122631e-02
g15,1.453580601328399169e-01,1.258571563894480272e-01,1.061750291871390028e-01,1.648961041624981139e-01,1.766465517544252295e-01,1.536875392041001376e-01,1.742553220466855901e-01,1.717293916193270986e-01,1.428358661633211957e-01,1.330737535049377196e-01,1.280139331931045565e-01,1.292389636283338139e-01,1.917967626250108304e-01,1.163262697125968387e-01,1.523088430897347467e-01,1.994988280804283476e-01,1.161818536522012946e-01,8.274120994414332908e-02,9.516736620540655611e-02,1.248521639777035452e-01
g16,8.416845950079410166e-02,8.634160633417334307e-02,8.043491394325884281e-02,1.016616737425537348e-01,1.201914101725250206e-01,1.018635209519393736e-01,1.004814082737956471e-01,1.131548613812196347e-01,9.339762027370102082e-02,8.314474913908311005e-02,8.733939611022825678e-02,8.465484360301520073e-02,1.192046440592746531e-01,7.235278346606741073e-02,1.056208876768248150e-01,1.250110576031462084e-01,7.972432901943918293e-02,5.034861066884542546e-02,5.687851917250871109e-02,8.575433798974807509e-02
g17,8.920856434655599285e-03,1.387956719709609009e-02,1.300554507250484618e-02,1.100668040712756215e-02,1.646801187725814575e-02,1.335026076378755498e-02,1.021680476159041867e-02,1.523928361320398862e-02,1.245241700737306258e-02,8.886682088744440530e-03,7.170368255449132214e-03,1.098179759803179917e-02,1.367752543741901534e-02,9.821329630553364901e-03,1.561208557686396235e-02,1.474436707551580669e-02,9.761564615287262464e-03,6.300000329719676953e-03,9.540835456545722348e-03,1.206848183701604224e-02
g18,1.853970854248756794e-01,2.061688727726394277e-01,1.698689959758377666e-01,1.748087467772138082e-01,2.407887986892242316e-01,2.093482219596644045e-01,2.068500323449394274e-01,2.166635214725399494e-01,1.836776060775530128e-01,1.412132460244883148e-01,1.061783889565202643e-01,1.716243321221422868e-01,2.555377969395815074e-01,1.716230385678489401e-01,2.473770642834598188e-01,2.324175429527210734e-01,1.486205604316716000e-01,1.152562360310969286e-01,1.642214646545019641e-01,1.868783755956052728e-01
g19,4.213561294077431546e-02,6.200814727339430676e-02,6.122967853714615660e-02,4.801440410852066132e-02,7.085643793529530776e-02,5.863147642217236832e-02,5.156699797361254112e-02,4.798107930913582397e-02,4.216897290372050022e-02,4.312563264814379266e-02,5.370089146801367702e-02,4.739112167867175207e-02,6.747715721964281377e-02,4.090300207326066223e-02,7.491605219090147205e-02,5.958507982650011747e-02,4.602290336704867313e-02,2.741342080003248902e-02,2.354894023710305331e-02,5.946960111477879452e-02
g20,1.884665336825625259e-01,1.976719586410179974e-01,1.762189473834524789e-01,1.418131625849134714e-01,2.426293492742835900e-01,2.195079224815021934e-01,1.915752915392864852e-01,1.984327785163874369e-01,1.727786042765207253e-01,1.203637301946576255e-01,1.312312529185405974e-01,1.722027527822793114e-01,2.837088320098383742e-01,1.716392307069618539e-01,2.821565928648211430e-01,2.037836745257448900e-01,1.729086744779927132e-01,1.156272958255731009e-01,1.497716614743789532e-01,2.030501392475481393e-01
g21,7.048425647290410163e-03,6.350782309438431604e-03,5.536267770869931354e-03,6.827828683099335105e-03,7.919214900337097351e-03,7.101885955484792470e-03,8.496026692837846395e-03,5.578468080045266911e-03,5.064136346541016701e-03,5.972472373225022439e-03,7.233565293799342454e-03,5.809156010804636047e-03,9.761405373602437957e-03,5.406342256895962581e-03,8.313606509607329720e-03,8.071733396508695008e-03,5.556712821617969950e-03,3.904676130200904899e-03,3.031384490595191022e-03,6.681628456614453933e-03
g22,3.209385648730979888e-03,3.276403957677201211e-03,2.829200428553812260e-03,2.485089997507797504e-03,3.740249329549371910e-03,3.405169198000769851e-03,3.542014995558558348e-03,2.534333693221269609e-03,2.338524015103829023e-03,2.208635434695676181e-03,2.570135829695213443e-03,2.699482080969962516e-03,4.659053099399750389e-03,2.725359915049919198e-03,4.477036849397045097e-03,3.265422871993656131e-03,2.623939761824195787e-03,1.884516671521689743e-03,1.933302230033206483e-03,3.342510458277275429e-03
g23,8.103417767176465669e-02,6.263910506211642359e-02,4.489359497357821999e-02,6.473753894723245639e-02,7.819414861210273460e-02,7.367789837006202824e-02,8.913389332374101193e-02,6.996101991065149794e-02,6.138280802429137845e-02,5.248051951339258170e-02,4.392196031509237875e-02,6.012241265769184551e-02,1.050198719055781688e-01,6.396205092914775125e-02,8.446756238232765168e-02,8.389672497322167577e-02,5.336150298592583913e-02,4.520546705133265258e-02,5.767451888460965043e-02,6.301104735013506042e-02
g24,6.894769732819241992e-02,4.833464935247110128e-02,4.101328159927164485e-02,4.836448964105827253e-02,7.388582444726507492e-02,7.101492944622878056e-02,6.692872728827464757e-02,7.144023715953433384e-02,6.096361209303947926e-02,3.902084061032472240e-02,4.538395147879156072e-02,5.541874670912042000e-02,9.913143938872651106e-02,5.545646482470543287e-02,8.301051761778198423e-02,6.977992280396862201e-02,5.908458181935722503e-02,3.887562771719359905e-02,5.153631906996813256e-02,5.809159237128092707e-02
g25,3.175732695384687193e-02,5.579112010046199943e-02,5.964844373491521440e-02,4.098341612828554359e-02,7.148015096150550640e-02,5.778212935327839417e-02,3.424946816626940616e-02,6.230101634249967518e-02,5.082190818235830798e-02,3.468455416638346195e-02,4.186584930866758814e-02,4.609476054781441734e-02,5.770728458774516262e-02,3.725879211691866116e-02,7.047269505345146734e-02,5.667831012869722906e-02,4.741993991002008135e-02,2.361002033572242448e-02,3.090480160051316955e-02,5.370176622340497308e-02
g26,9.995258974174746347e-02,1.000725601026969946e-01,8.482763385825477231e-02,1.040796699650810425e-01,1.208387061106926119e-01,1.052516323307123719e-01,1.214258101079173091e-01,9.598762942833746759e-02,8.379927862304448194e-02,8.798148961563714843e-02,8.937749584662441071e-02,8.741985413645184111e-02,1.355185370094774133e-01,8.221971143738844578e-02,1.195651434384653877e-01,1.252833215526180655e-01,7.777935786383904926e-02,5.786244527121797709e-02,5.830453058214372236e-02,9.644350074039326204e-02
g27,2.752910033577912752e-02,2.747198777097054415e-02,2.379244018257871407e-02,3.333463526458509824e-02,3.350037217354439462e-02,2.843770737895974163e-02,3.643591440579473095e-02,2.504814189519828649e-02,2.201477934298771977e-02,2.854473394373554379e-02,3.094203306807334630e-02,2.422480466690392353e-02,3.633094566324621827e-02,2.130210292805621505e-02,3.023287608660683856e-02,3.738416892268886516e-02,2.098072306170921039e-02,1.543874364917459038e-02,1.130571357745387487e-02,2.634642348954326432e-02
g28,4.099151250581208050e-02,5.659375242600313272e-02,6.405016414883597797e-02,5.705987162398626356e-02,8.773383332177558946e-02,7.186611441799717337e-02,4.313497752276993641e-02,8.848059451236797712e-02,7.028614052095552567e-02,4.623083966363605857e-02,5.856032114078178752e-02,5.769079222123314754e-02,7.218096327866979633e-02,4.346700616765371283e-02,7.734123373899259857e-02,7.719324082927808695e-02,6.214149758453291900e-02,2.842640790380422319e-02,3.785012160386229396e-02,5.957633842774076594e-02
g29,5.228007986809219548e-02,5.308525418832246712e-02,4.795802925745076828e-02,6.179397807651615393e-02,7.401611739152404168e-02,6.290356683530969051e-02,6.094822772285292400e-02,7.372802897788374721e-02,6.031419227992405874e-02,4.944757119151012292e-02,4.696741230321198335e-02,5.234604270140993248e-02,7.289962281342803052e-02,4.592225999076925830e-02,6.443470773826666387e-02,7.764520736134888912e-02,4.826214949782108021e-02,3.163734277247121085e-02,4.076646572830076865e-02,5.149494800703131175e-02
g30,4.857173052870966679e-02,9.812608520091005426e-02,9.493751683726553425e-02,6.927870969447248728e-02,1.064880889689365506e-01,8.291936752817280487e-02,6.116207149519152508e-02,8.613392316922728609e-02,7.134539475641825390e-02,5.851321181308341557e-02,5.121589865001024977e-02,6.858968103381114789e-02,7.928078623791426360e-02,5.923656510521305846e-02,1.028568804455687880e-01,8.964182849929620833e-02,5.930007632906918180e-02,3.715535740664056147e-02,5.007531368850823283e-02,8.191785806841252182e-02
g31,6.048133329630393101e-02,6.896796877934381620e-02,7.153428212508984585e-02,5.687722970168692521e-02,9.949145729898073442e-02,8.662394578544786727e-02,5.878980002961235740e-02,9.257506136006356245e-02,7.636221741719273481e-02,4.712304273212304662e-02,6.109124556899160619e-02,6.777734092510216690e-02,1.004507777905063876e-01,5.884691524300727367e-02,1.035599115656629932e-01,8.234607350246593571e-02,7.390365087981279335e-02,3.905503704864747572e-02,5.199362968693052589e-02,7.523188540200470564e-02
g32,7.565434471099241609e-02,6.624709996625527397e-02,7.450136414776392657e-02,7.463478729366221365e-02,1.209771961055348399e-01,1.072869965572308404e-01,6.993773214869690447e-02,1.290045694924808750e-01,1.036972033524332648e-01,5.936327973479327280e-02,8.399958905415834398e-02,8.376999164165271905e-02,1.253610076021406117e-01,6.828070695636399845e-02,1.158121836433802787e-01,1.077073680497204200e-01,9.718051639689880006e-02,4.648256972258828223e-02,6.331303231510237994e-02,8.340560220601675456e-02
g33,8.004758586995444625e-02,9.787822278295377210e-02,8.547957406086136023e-02,9.898255699377128680e-02,1.153879269360773563e-01,9.527438640959744187e-02,1.013533142278936899e-01,9.918711140511934921e-02,8.342328709258547970e-02,8.181233806708348988e-02,7.260499462463612663e-02,8.057938796771248191e-02,1.090516494300018818e-01,7.273514912754384942e-02,1.043795147251435629e-01,1.192915883871189520e-01,6.751562097761561188e-02,4.965319963877288384e-02,5.758044692040217155e-02,8.636281455882352520e-02
g34,4.409252222490547130e-02,7.756935835129873114e-02,6.371216194708241576e-02,5.087828856202754324e-02,6.667952931222356772e-02,5.276215462161164271e-02,6.060554908677598385e-02,3.889461104284078902e-02,3.610322653107752439e-02,4.466227689869043532e-02,2.860192566873430778e-02,4.506207877196430345e-02,5.909706357326561382e-02,4.638301117499812193e-02,7.197851738813947076e-02,6.044020206999752010e-02,2.994745733909610561e-02,3.014857988167412781e-02,3.477041552462420415e-02,5.910235673072709861e-02
g35,7.789406892727747389e-02,1.548381713253330905e-01,1.645081652781079651e-01,1.011687922351052482e-01,1.961884961920001835e-01,1.570876908484434287e-01,7.716093543857843740e-02,1.830992219037102520e-01,1.469883728783986654e-01,8.266605148462510821e-02,8.697750734574728748e-02,1.248368685923221533e-01,1.476413967509082603e-01,1.029774952827390844e-01,1.931739391385866034e-01,1.497772312247900584e-01,1.266070294092400128e-01,6.301900488552071578e-02,1.019578093028620375e-01,1.433636806937405306e-01
g36,8.078911906648734986e-02,1.115496824361102840e-01,9.108491961216562405e-02,8.820771982444125525e-02,1.129015169272026553e-01,9.327313228892968044e-02,1.008425050680827884e-01,8.849777498632033224e-02,7.667158888744401990e-02,7.334638454597779134e-02,4.908535401330962888e-02,7.865303872557483089e-02,1.079547744221627525e-01,7.880897684089439859e-02,1.139557621608124904e-01,1.097677808132610233e-01,5.950083990231599951e-02,5.226874726232470791e-02,6.899500414093720502e-02,9.098486156068084918e-02
g37,1.460873550278534438e-01,2.053792562488411522e-01,1.805685839774277268e-01,1.792127333898299035e-01,2.269006229530569629e-01,1.847749195230975749e-01,1.844436058589618566e-01,1.868802259811307154e-01,1.579794695304838070e-01,1.491586500107726643e-01,1.236427409523809667e-01,1.554307417065001473e-01,2.043800822920290583e-01,1.431541074838947880e-01,2.150309507428275202e-01,2.205838172486609405e-01,1.275238983440773466e-01,9.528046443027485268e-02,1.178443796256656295e-01,1.747299374657856341e-01
g38,7.840274407471614637e-02,1.080997717939571889e-01,1.046876641664912372e-01,9.826413785012259872e-02,1.386951430613706515e-01,1.138084855764999459e-01,9.029443502955272760e-02,1.294916488879164496e-01,1.056924163532916017e-01,8.004379450502019377e-02,7.775258161309761551e-02,9.342327057229055098e-02,1.205133630558670316e-01,8.003852057772783968e-02,1.279065326570835992e-01,1.282614273721003895e-01,8.760960335807241317e-02,5.264284578998586206e-02,7.143435482191898278e-02,1.001864809074358154e-01
g39,3.563774527835199268e-02,4.710430497148575257e-02,4.297542430985674261e-02,3.978035286167874024e-02,5.263159573496498794e-02,4.394402244453882167e-02,4.421755043924708445e-02,3.796000273530944491e-02,3.325813451343912625e-02,3.457697084129356113e-02,3.635805765057705669e-02,3.620535656577188177e-02,5.205491067575864633e-02,3.300869638738859052e-02,5.395321166578503219e-02,4.858420382243654190e-02,3.239924543179875660e-02,2.238371671013031361e-02,2.214767318924500822e-02,4.331261918239440872e-02
g40,5.845194258726099656e-02,5.685579781165166907e-02,5.339913198521863830e-02,6.917309504306455581e-02,8.491852525553268694e-02,7.253512287337679498e-02,6.620255801248615957e-02,8.766808458580341301e-02,7.108914068053648339e-02,5.498402173359997341e-02,5.552576255784318071e-02,5.988944593578077180e-02,8.352540099992149247e-02,5.122462402345302757e-02,7.309066038772789320e-02,8.820971951248654519e-02,5.769429801622398546e-02,3.532816277505590463e-02,4.622225360720953746e-02,5.772978168609091409e-02
g41,5.400845726924921597e-02,6.903574623051320081e-02,6.580006372668842363e-02,5.144396658895730723e-02,8.127216621944968744e-02,6.980610952069997432e-02,6.054338338129507807e-02,5.973374860066051062e-02,5.224523164837779898e-02,4.529690021154048063e-02,5.419193395533254687e-02,5.563497599032361796e-02,8.442998967933912358e-02,5.110983473985153402e-02,8.964014536415371159e-02,6.787728559215695789e-02,5.501400121290497131e-02,3.428593319517602572e-02,3.647110313477722188e-02,6.815667375038841902e-02
g42,1.226543530225025075e-02,1.110042440640008655e-02,1.044319747975618572e-02,1.072002815266157039e-02,1.633285920805606362e-02,1.471765902533596002e-02,1.233715345129474290e-02,1.573374983059788040e-02,1.311090698997779969e-02,8.697218653441245173e-03,1.005954858767281815e-02,1.164216044396499186e-02,1.845892019260222602e-02,1.073794154193194808e-02,1.691078424223117771e-02,1.499470711484633852e-02,1.220080470298516226e-02,7.351433274168795405e-03,9.764336876971924095e-03,1.229666864534146101e-02
g43,1.416089576289052410e-01,1.548307630036721005e-01,1.482523343047851827e-01,1.532531034305972817e-01,2.170083782181490561e-01,1.859102209361733204e-01,1.527403171534761350e-01,2.119258354650220832e-01,1.735381160510519050e-01,1.234565584496453150e-01,1.284258626393678659e-01,1.505318401008413631e-01,2.132705305365482085e-01,1.322689180775258044e-01,2.055388460425612573e-01,2.048926091029681096e-01,1.487790883166279776e-01,8.908799870373486363e-02,1.210039677924020229e-01,1.561866578539429229e-01
g44,1.254300439294236125e-01,1.145883083111521733e-01,9.342957089440610818e-02,1.343151697120936183e-01,1.517042533494512291e-01,1.324242820261665732e-01,1.470546651849775899e-01,1.474298999617810191e-01,1.230347228647704905e-01,1.075182025077895537e-01,9.291486445316736453e-02,1.108826101576688566e-01,1.650253706340805704e-01,1.044073021508424709e-01,1.370415574330759723e-01,1.667728243767579999e-01,9.697950307088561150e-02,7.299812003187133858e-02,9.309757545234965959e-02,1.092549816894743259e-01
g45,6.811972889502725115e-02,8.474713673645650758e-02,8.156870095532953169e-02,8.417560752137209779e-02,1.098606973080931554e-01,9.118207932899857759e-02,8.133818649673330015e-02,9.749661135522139088e-02,8.076063979349701327e-02,6.993577720736848802e-02,7.425137720689098386e-02,7.516266879042396432e-02,1.017758692010051758e-01,6.391227377843543278e-02,1.012621273846807529e-01,1.054656786391211243e-01,7.096788962347008733e-02,4.323871793774745204e-02,4.976445139789834049e-02,8.111906226066009640e-02
g46,6.360015421059200813e-02,7.417675754627472973e-02,6.058662495641069928e-02,5.669169892440260872e-02,7.794654615653121010e-02,6.809038801107608618e-02,7.424796039139867909e-02,5.656373417840521167e-02,5.083706103499893020e-02,4.849153848262915956e-02,4.130972855354192452e-02,5.570465599856305738e-02,8.756934432219172504e-02,5.735687846635523918e-02,8.709233286891861214e-02,7.252117487657175343e-02,4.717229885949046631e-02,3.888659033880224186e-02,4.643535666148346230e-02,6.684403485971784908e-02
g47,7.335540880021890198e-03,8.182004611269208527e-03,6.571093813556609306e-03,6.158620112169917518e-03,8.955892394948115898e-03,7.921970418343114023e-03,8.111141472046490969e-03,7.334996880536995625e-03,6.412657479433878441e-03,5.092529060992168934e-03,3.802023335107564822e-03,6.433776783820394432e-03,1.011123393138832309e-02,6.738174817080970144e-03,9.967152044918770049e-03,8.302357969586155947e-03,5.530498497194423664e-03,4.526302684076656709e-03,6.234843239209523179e-03,7.418083852889951167e-03
g48,2.263670094170823835e-02,2.807481124973332937e-02,2.880858831680651461e-02,1.602354540421790929e-02,3.999815471721033383e-02,3.534207096531326309e-02,1.752111024896754743e-02,4.050542822925154440e-02,3.294612858838179281e-02,1.241984661780792462e-02,1.430356463243893234e-02,2.690182187256595636e-02,3.986403008706299045e-02,2.502814544788007495e-02,4.479732299849003424e-02,2.900489017539607806e-02,3.001756827975883557e-02,1.583738764826019690e-02,2.807901924145841596e-02,3.010532725341609830e-02
g49,1.120006095550904746e-01,1.252284493284967770e-01,1.176876057578004481e-01,1.201167283140942843e-01,1.656377711673739928e-01,1.418072613976382179e-01,1.255204873672897403e-01,1.500054985576456390e-01,1.249973465604896083e-01,9.906751214162082264e-02,1.049297115200973907e-01,1.152289528508869954e-01,1.664268875836758810e-01,1.026188569305572507e-01,1.611094076949320941e-01,1.563594655640624387e-01,1.116090511346221337e-01,6.960808125176806693e-02,8.604166109286420783e-02,1.242585786267817183e-01
g50,4.408775053864660148e-02,4.357153928252082559e-02,3.408635196677844981e-02,3.957414979552432988e-02,5.065133133338883820e-02,4.512926709792757646e-02,4.991953592139521112e-02,4.400225039189678555e-02,3.806097060275993177e-02,3.228172277767146076e-02,2.527884179541735332e-02,3.711834995247388636e-02,5.870445339716218180e-02,3.810756310234744010e-02,5.301654336910926330e-02,5.121907943180407929e-02,3.176702820025219254e-02,2.616337696776649402e-02,3.462790176062673086e-02,4.033895051050000180e-02
g51,2.478490298823636875e-02,2.206294101259658261e-02,1.966100553884248675e-02,1.984631497216616733e-02,2.944074199527824467e-02,2.705121948594602088e-02,2.600613558821499721e-02,2.457123921781988879e-02,2.139690661790747891e-02,1.681890453609266936e-02,2.008808077322601221e-02,2.137305233130798454e-02,3.628833280363154973e-02,2.069319129194485685e-02,3.289450159092974918e-02,2.687848920501030581e-02,2.192624008338526012e-02,1.438829606116293763e-02,1.654287451317087987e-02,2.416106095428921866e-02
g52,2.112556845686927587e-02,1.619249128200008978e-02,1.443798666822907265e-02,2.152565950312107512e-02,2.823531483834897104e-02,2.515784545687464041e-02,2.101284484713989570e-02,3.445137373614815673e-02,2.739761701505225716e-02,1.590858010489273194e-02,1.368542154162493210e-02,2.045208528759538680e-02,2.971677091677819849e-02,1.843602446579713228e-02,2.417556336359957120e-02,2.988017966383294671e-02,2.037102410323995624e-02,1.262741862763777645e-02,2.105989352657404445e-02,1.763497045164758720e-02
g53,8.146404662579402600e-02,1.482909095912894881e-01,1.404318799648421046e-01,1.191187934425642497e-01,1.606010217662145745e-01,1.251175482545636153e-01,1.088782456890955291e-01,1.259323983793742552e-01,1.053894173659634392e-01,1.011424845440943021e-01,9.149235351910944836e-02,1.052025163794137741e-01,1.242275620329792857e-01,9.019451235460226868e-02,1.496261819963787265e-01,1.456517346715446026e-01,8.794311786168190759e-02,5.825830769668254722e-02,6.822634865450052932e-02,1.236206335402659090e-01
g54,1.604735471312447592e-01,1.287194319684996646e-01,1.091494671938766925e-01,1.644526620923765226e-01,1.770602703064434458e-01,1.589827514518706020e-01,1.919978007440199252e-01,1.493069699910639092e-01,1.295150820327667929e-01,1.381238834111016556e-01,1.552705475582052408e-01,1.317001495354769292e-01,2.151343524200775015e-01,1.205839086568806090e-01,1.688296763972911840e-01,1.953000909617495784e-01,1.242848611030400313e-01,8.773805755426224151e-02,7.978588863524989361e-02,1.372102295983076148e-01
g55,8.655046309611191813e-02,7.646910837957660023e-02,7.067180676668446959e-02,8.639996874274699645e-02,1.011301566214733577e-01,9.048171738210535053e-02,1.041539180767357270e-01,7.134392155997440477e-02,6.430366226204800584e-02,7.620420300244439005e-02,1.007928809763234124e-01,7.355288739030726997e-02,1.233442740140874710e-01,6.533483103824987148e-02,1.046940458136692981e-01,1.016537859070557048e-01,7.399434698503115637e-02,4.758673746383820791e-02,3.199398574128854006e-02,8.452215501858652280e-02
g56,1.280821949156197570e-01,1.310648344999552073e-01,1.189678576999821102e-01,1.349501027546937681e-01,1.667691466426811653e-01,1.447841678599102455e-01,1.523355329070839592e-01,1.337476878069244202e-01,1.155650311040861689e-01,1.149675241317444779e-01,1.301038537042492338e-01,1.186741888881221590e-01,1.824423690178711144e-01,1.070120067298585831e-01,1.657200831106474537e-01,1.650740104542536835e-01,1.128008866894658624e-01,7.501841894952009093e-02,7.272535446629718736e-02,1.321250343377151915e-01
g57,8.794324774665418509e-02,9.794641905690040784e-02,9.076308640197171262e-02,8.765073863454907188e-02,1.247378551999815954e-01,1.080068420200461787e-01,9.797865076481143687e-02,1.063478385167246493e-01,9.022477251622541827e-02,7.355040615256443204e-02,7.992145846163602185e-02,8.717412482023066678e-02,1.307973484874469516e-01,7.977548610760877568e-02,1.278023718061820635e-01,1.147074353868836050e-01,8.470438942024069440e-02,5.421125218328749773e-02,6.434905066845608701e-02,9.763918604453795946e-02
g58,1.865075278607254416e-01,1.204874732456891195e-01,1.186064468909959618e-01,1.734876960522023781e-01,2.274852050434224005e-01,2.102279753730139644e-01,1.885607378899840925e-01,2.426997126024544871e-01,1.989063662125225007e-01,1.382492721932278568e-01,1.789116716142890584e-01,1.670604834555138307e-01,2.736679351859250819e-01,1.450045506397295292e-01,2.144119297213374353e-01,2.324975881410933920e-01,1.850421803515848729e-01,1.037526462732509674e-01,1.259793176404916393e-01,1.582477394633028112e-01
g59,1.297542888709489195e-01,2.014266142628631795e-01,1.806715029544618545e-01,1.671656751365816762e-01,2.092449505775600682e-01,1.673796018883720593e-01,1.740726270752765981e-01,1.482011366549608189e-01,1.290158230563807906e-01,1.443464454670198849e-01,1.322924227980781797e-01,1.413594442042440391e-01,1.845872570336706542e-01,1.279880393183903120e-01,2.038103972632837324e-01,1.979292202718666849e-01,1.142522633096327289e-01,8.534760726830740996e-02,8.691103065872961275e-02,1.697720517037344667e-01
g60,5.383431727119245697e-02,4.895762899916886873e-02,3.572362204819704012e-02,4.595100421144975023e-02,5.778941230773821519e-02,5.243434787784319318e-02,5.950789758801323936e-02,5.429052541743880494e-02,4.653418468397964997e-02,3.638930240050286535e-02,2.362628408863649832e-02,4.322450126509797680e-02,6.955172843156738616e-02,4.598948529255251355e-02,6.013140258762789125e-02,6.067547766859714836e-02,3.604111710446059047e-02,3.160787068741549577e-02,4.574799508940963211e-02,4.492214931008244733e-02
g61,1.962534410590242081e-03,1.731229451377261017e-03,1.326821037543040238e-03,1.532058826473136660e-03,1.906599458219374044e-03,1.782023381739133343e-03,2.264989332637437798e-03,1.248085543460809681e-03,1.191723707841197549e-03,1.341012378418770428e-03,1.384184239167546553e-03,1.443815805973872697e-03,2.618323226657617245e-03,1.535036827316518717e-03,2.264064467015022668e-03,1.894331521680463551e-03,1.293378996768434694e-03,1.091670465668705082e-03,1.067101329102090835e-03,1.732183352432931566e-03
g62,2.078183408509733446e-02,3.893490457825499185e-02,3.812057210849931904e-02,2.062622811857338020e-02,4.287810546386539717e-02,3.511988849936090173e-02,2.134572488072168650e-02,3.422087909247263637e-02,2.877098466988239206e-02,1.771443759640609072e-02,1.691279544607783222e-02,2.773935743144307492e-02,3.643887587263446026e-02,2.563816167531487999e-02,4.759281515852191446e-02,3.099488788029645253e-02,2.665384435959058246e-02,1.587686494244733293e-02,2.380690712984333962e-02,3.490848822188297174e-02
g63,2.699800198509952343e-02,3.333522786642491992e-02,2.927285679665627208e-02,3.050561343574736961e-02,3.692050798493376473e-02,3.094633469240581566e-02,3.434557981293791251e-02,2.660640971402599558e-02,2.346188944219033609e-02,2.632202671927759766e-02,2.642111943941988228e-02,2.583795969792593294e-02,3.759409799824451476e-02,2.387826279824821138e-02,3.691181936025860616e-02,3.623935303536299918e-02,2.218055470919604380e-02,1.644265222959489375e-02,1.571595127421543739e-02,3.025061317411137027e-02
g64,3.007604680197052682e-02,3.293809572256582024e-02,3.001569314068355115e-02,2.219323945547386004e-02,3.697447372971628815e-02,3.356725165360185253e-02,3.289666375015913580e-02,2.202285635165433450e-02,2.097572073749950916e-02,2.066649086226311077e-02,2.780289362763594188e-02,2.620335882393507940e-02,4.588867422430051302e-02,2.597634831204266234e-02,4.633439181666292733e-02,2.951945662662971287e-02,2.676204997652359419e-02,1.787940901567319774e-02,1.610693917112385881e-02,3.442516699257652107e-02
g65,7.833860301844318419e-02,1.223215285906005118e-01,1.007699855340076778e-01,7.255276057890765184e-02,1.043294865293277335e-01,8.684034899170157973e-02,1.013207774841564657e-01,4.872383881887200341e-02,4.959685972131160775e-02,6.694574087872337542e-02,5.476329460258184956e-02,7.185300367592892257e-02,1.089655530012045015e-01,7.668101932667652221e-02,1.268791142073932288e-01,8.763762693679402749e-02,5.340649345940963466e-02,5.078686712807763126e-02,5.032748217813806657e-02,1.005556587995080492e-01
g66,5.813708445326538909e-02,5.928560309695977970e-02,5.439424127839437989e-02,4.404563012674601180e-02,7.325647262913237423e-02,6.665978684683648847e-02,6.065876657789993215e-02,5.448114498135304268e-02,4.860155417604462846e-02,3.882099335121479838e-02,4.938954468500469236e-02,5.208611557125614883e-02,8.854782131854133098e-02,5.077902047676269293e-02,8.677250247577630859e-02,6.098619487093534519e-02,5.401630101187242933e-02,3.476856096065410878e-02,3.811076631577327983e-02,6.337373561104012176e-02
